v110	v90	v70	v50	v20
-38.48	-7.64	-2.05	18.62	1.18
-48.29	-2.13	-1.58	14.39	-0.18
-43.53	1.19	-0.95	11.92	0.35
-30.65	-1.95	-0.39	15.18	0.53
-16.31	-4.54	-0.43	21.79	0.92
-11.80	-6.49	-1.66	20.90	-0.26
-17.43	-9.35	-1.90	-3.70	0.58
-29.68	-10.73	-2.05	-40.14	0.52
-29.21	-11.72	-0.83	-72.79	1.19
-27.17	-12.87	-0.19	-84.44	0.68
-22.62	-7.88	-0.51	-83.28	0.35
-11.65	-7.24	-0.98	-84.23	1.01
-5.68	-9.26	-0.80	-90.79	0.28
-11.18	-7.41	-1.05	-98.26	0.97
-22.42	-7.03	-0.91	-89.08	0.93
-22.72	-8.72	-0.02	-74.84	1.19
-14.44	-13.36	1.49	-85.57	0.77
-7.19	-13.45	2.32	-97.78	0.82
-0.68	-10.23	1.33	-110.32	-0.07
-2.98	-8.03	0.69	-113.24	0.56
-5.90	-11.64	0.46	-115.75	1.05
-8.41	-12.89	1.46	-109.77	1.84
-10.49	-10.82	3.50	-111.20	1.25
-5.90	-10.03	6.31	-110.41	1.20
6.14	-9.79	6.70	-102.32	1.61
14.10	-8.10	5.63	-101.64	0.78
11.18	-8.29	4.71	-105.62	0.36
9.04	-9.57	6.44	-92.42	0.75
12.12	-13.40	8.69	-100.04	0.68
13.16	-13.22	8.80	-100.96	0.79
14.03	-15.35	8.54	-99.33	0.86
10.50	-12.60	10.49	-97.97	2.10
11.53	-7.26	14.57	-94.88	1.79
8.74	-9.19	16.03	-95.63	1.36
10.23	-11.90	15.67	-91.71	0.65
16.03	-15.03	15.23	-93.06	0.94
30.25	-18.01	14.31	-91.22	0.66
32.22	-13.20	14.88	-95.89	0.69
26.48	-8.50	17.27	-92.58	0.50
12.53	-7.76	17.57	-82.39	0.71
17.82	-11.67	18.15	-70.35	0.65
21.98	-17.55	17.00	-69.89	0.52
20.68	-21.89	17.37	-68.46	0.80
26.34	-19.95	18.24	-70.98	0.46
28.42	-14.71	21.11	-68.36	1.43
25.79	-12.03	21.67	-64.22	1.38
24.08	-9.37	21.01	-61.09	0.82
28.23	-5.12	22.49	-58.26	0.40
34.29	-5.36	22.06	-51.28	0.37
31.84	-7.32	18.65	-46.55	1.13
29.02	-7.53	18.21	-38.50	1.43
29.22	-6.27	21.23	-33.35	0.67
22.27	-4.17	22.89	-30.54	0.59
22.74	-3.61	23.06	-26.65	0.53
31.14	-5.88	20.07	-23.99	0.37
34.86	-7.79	17.99	-18.14	0.61
33.25	-7.79	23.23	-16.60	0.40
32.60	-6.24	25.45	-7.67	-1.00
26.94	-5.55	23.74	-4.78	-0.25
27.59	-5.15	21.07	-0.87	0.28
27.77	-5.65	20.58	5.01	0.36
26.46	-6.07	19.50	6.05	0.13
27.71	-5.93	18.45	8.55	-0.07
22.04	-6.12	18.48	13.59	-0.26
19.24	-7.59	18.70	16.07	-0.36
15.49	-7.79	18.33	21.64	-0.48
18.59	-8.37	17.74	26.44	0.87
25.74	-7.53	16.40	30.23	-0.38
28.72	-7.55	17.43	34.47	-0.33
27.46	-8.10	17.50	38.45	-1.81
24.58	-8.92	18.42	40.05	-1.69
14.39	-9.82	14.92	43.23	-0.40
6.55	-8.74	14.54	45.16	0.90
8.93	-8.71	12.27	49.99	-0.05
9.13	-10.06	11.87	51.75	-0.33
10.97	-11.62	11.82	48.30	-0.31
7.39	-12.89	11.81	55.38	0.11
3.37	-12.79	11.07	57.11	0.35
3.71	-12.66	6.46	57.14	-0.12
5.47	-12.33	5.10	58.18	-1.58
7.27	-13.02	8.24	57.17	-1.18
6.52	-12.92	8.51	61.29	0.55
5.70	-13.39	8.73	63.81	1.32
5.74	-13.86	10.31	62.56	0.99
5.42	-14.76	6.53	62.24	1.17
5.96	-20.73	3.61	60.75	-0.38
4.98	-23.95	1.32	64.18	0.36
4.12	-23.38	3.17	67.70	-0.02
4.52	-21.96	4.86	67.15	-0.19
4.44	-21.13	5.46	65.19	0.26
4.66	-22.77	4.44	62.15	-0.21
3.94	-27.56	2.08	61.42	0.15
2.57	-28.19	0.86	59.75	1.26
3.96	-31.61	1.12	58.57	-0.12
3.42	-32.52	2.98	55.49	0.07
6.54	-31.63	3.57	52.51	-0.27
6.55	-31.12	1.08	54.11	-0.01
4.43	-35.12	1.47	54.10	0.37
3.72	-41.84	-2.18	52.51	1.34
4.16	-42.38	-3.87	47.84	1.64
5.26	-37.00	-5.12	41.17	0.62
3.92	-35.07	-5.25	34.46	0.80
5.15	-40.21	-3.38	32.02	1.31
7.14	-42.93	-3.39	30.58	1.26
8.76	-41.16	-6.12	29.12	0.60
7.61	-40.34	-4.71	24.81	1.48
7.68	-39.71	-4.56	22.60	1.57
6.92	-37.18	-5.34	19.90	1.05
7.41	-39.10	-4.70	17.31	0.68
6.98	-39.24	-6.30	15.28	1.51
9.10	-43.82	-8.07	13.16	0.21
11.97	-45.09	-7.48	14.20	1.41
14.41	-46.30	-5.03	11.49	1.57
14.40	-42.08	-6.97	7.27	1.25
14.45	-43.81	-6.89	6.72	1.90
13.99	-41.83	-6.51	7.81	1.89
14.19	-39.82	-3.95	7.36	0.98
15.36	-36.93	-5.91	7.46	0.57
15.28	-34.78	-4.76	5.31	0.67
15.07	-37.44	-7.34	4.62	0.46
16.60	-43.43	-6.48	5.12	1.59
19.08	-44.92	-4.83	2.21	1.62
21.21	-41.21	-3.35	3.17	1.30
21.89	-30.81	-5.86	2.66	0.51
22.38	-30.71	-7.77	1.40	1.37
21.62	-32.44	-6.68	1.13	1.44
19.26	-39.82	-3.75	0.97	2.18
19.22	-35.20	-3.68	-1.08	1.58
21.44	-27.59	-2.47	-0.35	0.89
23.42	-25.79	-3.45	0.51	0.62
25.05	-26.95	-4.19	-0.05	1.12
25.77	-27.84	-5.18	-2.76	0.31
24.97	-21.15	-4.04	-5.07	1.42
25.11	-19.59	-1.28	-5.96	1.38
23.66	-17.47	-0.80	-5.38	1.03
26.11	-16.39	-0.79	-6.55	1.01
25.56	-15.77	1.84	-5.62	0.92
29.65	-14.20	4.40	-6.04	1.31
33.59	-15.23	1.10	-6.53	1.20
40.26	-15.24	0.39	-6.68	1.26
45.51	-10.90	-2.01	-7.68	0.71
47.81	-4.32	-2.20	-9.22	1.42
47.16	-5.74	-2.46	-8.84	0.04
44.65	-8.38	0.34	-9.32	0.40
44.48	-10.33	1.31	-9.08	1.19
44.82	-4.53	4.19	-10.67	0.90
47.52	1.66	3.35	-8.72	0.94
53.51	8.44	1.08	-8.09	0.20
58.77	9.03	0.06	-8.98	1.02
60.85	7.84	0.27	-9.85	0.31
57.85	3.75	1.05	-10.68	0.81
57.38	5.27	0.95	-7.76	0.43
59.73	4.58	0.30	-7.41	1.05
60.33	12.84	2.33	-8.55	0.55
61.78	13.53	2.02	-8.36	0.57
64.30	14.17	0.24	-8.54	-0.20
68.84	16.21	-1.02	-8.70	-0.07
74.50	16.73	-1.53	-8.68	0.26
76.13	14.81	-0.95	-9.56	0.67
71.74	13.99	1.38	-9.05	0.11
66.89	17.02	0.89	-9.23	0.82
63.83	17.72	-2.21	-8.19	0.53
74.99	17.19	-3.49	-5.88	0.56
81.26	20.32	-1.93	-5.56	0.31
68.90	17.77	-2.31	-5.61	0.12
69.01	20.62	-3.32	-3.99	0.81
76.76	21.15	-6.30	-1.78	-0.51
64.89	26.98	-6.02	-2.08	0.36
61.01	27.38	-6.53	-1.42	0.22
80.66	21.77	-4.54	-0.31	0.54
64.84	19.34	-3.47	0.19	0.88
58.13	14.31	-4.65	0.06	0.01
56.82	14.99	-4.75	-0.46	-0.28
92.06	21.19	-6.97	2.15	-0.31
92.45	22.08	-7.88	3.77	-0.18
63.85	17.10	-7.83	5.11	0.30
69.10	12.87	-10.03	5.39	0.11
56.96	15.54	-10.45	5.75	0.33
88.10	21.95	-12.03	6.15	0.35
89.50	25.20	-10.37	6.27	0.41
89.30	19.21	-8.93	6.56	-0.02
56.55	11.58	-9.41	7.34	0.50
85.84	14.79	-9.14	8.00	0.62
84.72	16.94	-10.09	8.73	0.83
84.54	17.43	-10.80	9.78	0.31
85.14	21.31	-8.27	10.50	0.45
80.99	13.33	-7.88	11.50	0.60
47.35	10.97	-9.16	12.37	0.44
79.34	5.11	-10.53	12.92	0.60
48.16	9.44	-10.58	13.17	0.31
80.80	9.90	-11.13	12.67	0.71
32.30	1.90	-11.73	11.24	0.68
-5.64	4.27	-12.03	9.29	0.62
-140.69	4.42	-11.66	8.25	0.65
-328.53	5.98	-13.29	9.90	0.83
-424.96	6.26	-14.01	9.97	1.04
-235.87	10.12	-14.97	8.22	0.37
-46.56	4.73	-15.07	5.96	0.64
-12.96	0.82	-15.38	2.46	0.39
-73.70	-0.69	-14.06	2.07	0.82
-201.20	-2.02	-12.97	1.86	0.74
-299.93	-0.31	-11.08	1.65	1.09
-303.86	1.82	-12.42	1.97	0.72
-233.31	-0.08	-12.77	2.36	0.58
-179.39	-6.24	-11.69	3.13	0.85
-175.63	-4.55	-14.08	3.73	1.06
-227.59	-0.57	-14.29	3.47	1.04
-257.84	0.66	-14.00	3.22	0.60
-248.55	2.25	-12.21	2.96	0.92
-237.34	2.03	-12.38	3.27	0.86
-211.75	0.85	-13.74	3.72	0.61
-213.59	-1.82	-14.31	3.83	0.72
-227.39	0.20	-14.82	3.82	0.94
-246.67	0.17	-15.10	4.15	1.09
-245.63	-3.05	-13.68	4.25	0.69
-235.02	-4.56	-12.59	4.66	1.37
-226.15	-1.84	-12.20	4.78	0.61
-221.83	-3.46	-11.11	4.27	1.00
-214.52	0.74	-11.10	3.92	1.10
-213.40	0.69	-3.16	4.24	1.13
-209.31	3.05	-1.95	4.53	0.68
-205.20	6.71	-1.67	4.78	1.06
-198.60	7.03	-2.46	5.11	0.86
-195.77	1.81	-3.76	4.92	0.81
-178.89	1.30	-3.97	4.95	0.94
-169.33	0.60	-3.88	4.84	0.90
-161.40	4.13	-3.51	5.05	1.05
-159.79	8.02	-3.31	4.93	0.53
-156.78	5.91	-2.64	5.47	0.97
-141.87	5.47	-2.45	5.39	0.80
-118.19	3.86	-2.55	5.35	1.38
-93.93	5.90	-3.24	4.37	1.29
-88.38	10.41	-4.13	4.31	1.22
-82.71	10.29	-4.55	4.46	0.87
-75.07	9.62	-5.19	5.87	0.83
-63.53	11.41	-4.48	5.93	0.91
-48.25	9.79	-4.06	5.63	1.18
-33.41	8.53	-4.93	5.39	1.15
-23.53	9.45	-4.61	5.86	1.00
-14.26	11.78	-4.51	5.35	0.96
-0.40	10.88	-4.94	5.93	1.25
13.47	11.39	-5.03	5.92	1.07
28.53	11.98	-5.06	6.13	0.94
36.07	14.39	-5.42	5.46	0.93
47.96	15.07	-5.65	5.23	0.77
58.14	13.82	-5.83	5.42	0.87
66.72	13.04	-6.06	5.63	0.73
80.08	13.45	-6.51	5.87	0.82
90.38	14.88	-6.67	5.78	0.66
99.04	14.84	-7.39	5.68	0.53
112.05	15.61	-7.33	5.35	0.76
118.21	16.27	-7.38	5.64	0.61
119.61	15.35	-7.26	6.23	0.30
125.81	16.29	-7.25	6.21	0.92
138.45	16.65	-6.68	5.20	0.71
148.46	15.38	-7.53	6.74	0.18
152.81	15.74	-8.20	7.53	0.47
157.24	16.25	-8.56	7.20	0.59
158.36	18.17	-8.47	7.91	0.84
163.69	19.85	-9.28	8.04	0.35
166.35	19.81	-9.88	8.37	0.58
169.07	20.02	-9.29	8.54	0.34
171.44	20.26	-9.96	9.49	0.31
173.73	20.00	-10.46	9.00	0.08
175.52	19.89	-11.13	9.58	0.34
175.41	20.83	-11.05	10.35	0.58
175.18	21.62	-11.02	11.74	0.51
174.79	22.67	-10.43	11.17	0.21
174.20	22.85	-11.61	10.95	0.51
173.30	22.44	-12.02	11.28	0.48
171.88	22.50	-12.17	9.82	0.23
169.73	21.72	-11.82	9.60	0.16
166.58	22.49	-11.62	10.69	0.47
161.76	23.80	-13.19	11.09	0.09
155.40	24.72	-13.20	10.79	0.41
142.25	25.36	-13.79	10.93	0.33
120.80	24.77	-12.74	10.45	0.46
103.29	24.90	-10.99	10.16	0.34
100.01	23.52	-10.76	11.01	0.58
102.06	23.39	-12.13	10.42	0.41
103.95	27.74	-11.52	11.92	0.25
101.17	32.86	-10.13	13.40	0.29
93.84	35.38	-9.56	13.62	0.51
86.18	34.41	-8.55	12.26	0.44
76.58	33.19	-7.47	10.92	0.51
67.78	29.42	-9.29	9.30	0.51
64.03	29.60	-9.29	7.71	0.49
61.87	34.52	-9.07	8.83	0.60
60.99	37.26	-8.49	8.87	0.48
58.30	38.46	-8.11	9.69	0.51
54.35	42.12	-8.71	9.69	0.64
46.67	39.31	-11.37	8.46	0.61
36.51	38.37	-11.19	7.87	0.67
27.69	37.46	-11.19	7.02	0.56
23.07	38.92	-10.41	5.75	0.53
20.94	40.51	-11.20	5.02	0.62
20.16	43.17	-7.95	7.31	0.64
19.74	43.84	-9.90	8.90	0.72
16.02	42.82	-12.51	7.50	0.90
11.83	39.40	-15.17	6.90	0.61
5.83	38.90	-18.91	5.68	0.67
1.00	39.98	-13.41	3.73	0.61
-2.04	42.40	-8.38	3.52	0.65
-6.11	41.93	-9.62	3.85	0.63
-8.37	44.62	-12.60	3.91	0.51
-8.43	45.15	-16.23	4.09	0.69
-9.33	43.70	-16.28	4.38	0.67
-11.38	40.43	-16.02	3.46	0.63
-19.13	38.47	-14.46	3.12	0.87
-26.52	40.21	-13.44	1.16	1.01
-27.49	39.41	-13.92	2.39	0.94
-25.57	39.11	-14.05	1.98	0.63
-28.01	38.59	-15.16	1.27	0.79
-30.62	36.25	-14.74	0.52	0.88
-33.78	38.31	-13.12	-0.84	0.83
-33.90	36.46	-14.61	-1.63	0.88
-35.27	35.50	-14.90	-0.76	0.94
-32.48	39.62	-12.04	0.73	0.91
-32.17	35.84	-12.43	1.10	0.95
-33.90	34.93	-12.13	0.56	0.85
-36.67	35.77	-12.50	0.16	0.97
-38.86	39.99	-12.96	-0.94	0.81
-39.68	40.22	-10.87	-1.85	0.68
-36.03	36.57	-8.28	-2.93	0.90
-35.04	42.50	-8.08	-2.47	0.85
-32.15	44.76	-10.00	-1.96	1.04
-12.17	40.62	-13.78	-1.26	1.14
-8.14	29.77	-16.23	-2.23	1.11
-8.09	31.00	-12.19	-2.09	1.03
-6.86	37.71	-2.36	-2.85	1.05
-9.55	42.69	-1.25	-3.59	0.98
-11.37	45.47	-2.06	-4.33	0.93
-10.50	39.07	-5.94	-4.17	1.05
-8.00	36.62	-4.33	-2.49	1.07
-6.28	27.78	-5.05	-2.16	1.22
-7.20	25.49	-6.59	-1.02	1.14
-8.08	35.22	-6.35	0.03	1.09
-7.58	42.07	-7.80	-0.83	1.09
-7.96	41.10	-5.56	-2.84	1.19
-7.46	36.02	-3.17	-3.91	1.11
-8.18	35.44	2.44	-2.75	1.06
-8.60	29.97	4.75	0.02	1.25
-9.59	32.77	2.08	0.50	1.21
-8.92	41.68	-3.20	0.47	1.23
-8.12	39.46	-6.58	-1.06	1.27
-10.50	39.89	-2.89	-2.43	1.28
-10.43	36.71	-1.71	-2.45	1.29
-10.25	33.11	3.08	-1.72	1.21
-8.52	36.80	4.36	1.25	1.31
-6.94	42.99	2.73	0.20	1.32
-6.93	42.10	5.54	0.19	1.33
-7.88	41.85	3.67	-1.33	1.31
-7.45	36.03	3.04	-0.26	1.44
-6.96	24.88	4.37	1.40	1.34
-8.12	12.28	4.11	2.14	1.33
-9.51	-98.61	5.27	0.59	1.27
-9.26	-234.64	3.73	-0.62	1.40
-6.88	-289.55	2.66	-0.52	1.34
-4.62	-242.20	4.73	-0.41	1.38
-4.28	-116.60	9.40	0.50	1.29
-3.28	-48.54	9.73	1.67	1.39
-3.71	-65.70	9.90	2.16	1.39
-4.68	-141.17	12.30	2.66	1.33
-4.18	-221.83	11.36	1.09	1.35
-3.27	-228.72	8.28	0.32	1.29
-3.02	-201.26	6.86	0.87	1.32
-4.56	-182.54	4.39	1.71	1.26
-4.35	-162.61	6.29	1.93	1.28
-2.05	-168.17	8.82	1.63	1.36
-2.76	-167.50	9.09	1.48	1.27
-3.03	-185.69	4.77	1.19	1.33
0.06	-199.27	4.71	-0.24	1.18
3.83	-184.90	7.15	0.18	1.40
1.94	-165.44	10.13	1.52	1.32
-3.70	-169.95	10.67	3.84	1.30
-3.28	-183.16	11.96	3.38	1.33
-2.26	-194.58	10.78	1.16	1.26
-1.72	-189.01	2.94	0.75	1.27
-0.92	-188.85	3.69	-0.96	1.36
0.91	-180.51	5.65	-0.95	1.60
-0.15	-178.43	5.49	-1.04	1.34
-5.23	-168.81	6.83	-1.53	1.34
-3.44	-160.05	3.65	0.01	1.26
-2.17	-152.19	5.74	0.47	1.04
1.37	-162.41	6.00	0.54	1.31
0.22	-159.15	6.82	-1.13	1.45
-6.52	-153.83	5.53	-1.35	1.14
-7.68	-141.27	4.65	-1.50	1.41
-5.24	-132.28	9.33	-0.49	1.35
-4.44	-121.76	4.08	1.13	1.27
-2.07	-110.32	3.40	0.65	1.36
0.71	-107.76	1.88	-0.16	1.19
1.31	-96.27	-0.22	-2.51	1.31
-2.07	-91.00	2.69	-2.21	1.23
-5.70	-77.45	2.69	-1.95	1.33
-9.14	-76.72	3.96	-1.48	1.28
-8.86	-68.00	5.86	-1.07	1.12
-4.81	-59.95	4.18	-2.02	1.19
-4.28	-43.82	1.35	-2.10	1.44
-7.10	-30.28	1.70	-1.98	1.38
-8.12	-23.58	0.39	-1.56	1.53
-6.71	-24.99	-2.00	-0.60	1.30
-4.25	-11.75	0.21	-0.78	1.23
-2.76	0.64	2.18	-0.04	1.02
-7.67	11.93	2.16	-1.50	1.28
-11.32	20.41	-2.64	-2.81	1.09
-13.16	26.29	-4.63	-4.59	1.24
-12.29	34.52	-4.00	-2.06	1.07
-11.01	44.67	-2.12	-1.17	1.32
-9.87	54.02	-1.02	-0.84	1.26
-9.75	55.01	1.30	-2.06	1.12
-10.90	61.96	1.69	-1.94	1.00
-10.79	73.88	-0.35	-2.82	1.13
-11.84	82.07	-4.87	-2.61	1.10
-16.27	91.67	-3.89	-2.41	1.19
-18.60	95.48	-2.39	-2.20	1.11
-18.02	99.68	-1.96	-1.77	1.10
-15.67	108.27	-1.88	-1.17	0.92
-13.55	111.49	-3.98	-1.39	1.00
-12.25	110.97	-1.14	-1.36	1.13
-14.22	116.50	-0.22	0.04	1.12
-18.06	120.06	-1.38	-1.20	0.88
-19.87	125.69	-1.47	-2.09	1.08
-19.65	130.05	-2.75	-2.59	1.03
-19.02	134.54	-1.15	-2.28	1.00
-17.59	136.79	-1.06	-3.20	0.91
-16.20	135.83	-1.94	-2.91	0.89
-16.55	135.66	0.21	-2.33	0.86
-19.14	136.26	4.21	-1.20	1.02
-19.63	137.09	4.99	-1.43	0.76
-19.72	136.80	6.55	-1.49	0.94
-19.72	135.62	6.33	-1.67	0.86
-19.03	136.90	3.84	-2.47	0.82
-21.14	138.42	1.03	-2.25	0.71
-20.27	135.46	2.84	-1.23	0.97
-21.24	128.91	7.98	-1.68	0.83
-23.20	118.33	10.53	-1.64	0.88
-23.96	109.22	10.52	-1.73	0.91
-23.89	100.90	6.80	-1.88	0.75
-26.91	95.92	5.55	-1.19	0.69
-28.64	93.32	6.36	-2.93	1.18
-33.61	89.67	11.46	-3.12	0.76
-32.72	84.14	10.89	-1.99	0.83
-32.22	77.95	9.90	-2.76	0.79
-32.87	73.82	7.64	-2.88	0.84
-34.78	71.11	8.88	-3.08	0.95
-37.49	69.66	10.68	-3.33	0.78
-39.61	68.25	11.71	-4.70	0.99
-43.55	65.68	12.92	-3.87	0.65
-41.95	61.39	14.33	-2.68	1.15
-41.27	56.55	14.86	-2.73	1.17
-40.22	51.92	13.64	-2.46	1.17
-40.80	48.33	13.62	-1.73	0.74
-40.66	43.43	11.00	-2.38	0.98
-40.06	39.35	12.19	-3.36	1.04
-46.23	34.79	14.09	-4.45	1.14
-45.35	35.03	15.55	-4.48	0.99
-49.57	36.86	14.95	-4.13	1.05
-45.55	34.27	16.40	-2.73	1.31
-42.98	30.02	14.87	-2.38	1.14
-42.38	27.58	15.68	-1.59	1.19
-44.98	26.45	15.05	-0.80	1.22
-44.61	21.18	14.16	-2.20	1.27
-41.01	14.35	15.04	-3.40	1.13
-40.78	10.38	17.56	-3.58	1.22
-43.41	9.50	17.90	-4.02	1.00
-42.92	10.11	15.43	-3.64	1.09
-40.75	11.03	13.19	-3.28	1.26
-39.78	9.65	15.16	-3.27	1.62
-41.92	6.82	18.37	-1.49	1.65
-36.82	2.56	20.86	-1.25	1.76
-38.26	-0.37	21.40	-1.68	1.32
-39.20	-7.01	19.01	-2.87	1.50
-39.05	-5.71	6.54	-2.94	1.71
-28.61	-4.18	5.58	-1.58	1.14
-22.81	-4.35	5.56	-0.55	1.52
-20.84	-4.04	6.97	-1.14	1.45
-22.13	-6.43	7.67	-1.86	1.77
-24.44	-10.16	7.06	-1.33	1.90
-32.62	-14.28	7.46	-1.10	1.68
-31.31	-16.44	6.52	-1.32	1.53
-25.58	-18.18	6.72	-0.65	1.68
-17.71	-16.02	7.04	-0.72	1.81
-6.62	-14.19	7.55	-0.31	1.67
-6.45	-17.00	8.54	-0.03	1.99
-14.36	-17.50	8.02	-1.57	1.85
-23.21	-16.76	7.17	-2.49	1.77
-25.26	-14.70	7.79	-1.31	1.25
-19.46	-17.80	8.31	-2.39	2.08
-8.28	-18.05	8.45	-1.49	1.61
1.38	-15.98	8.67	-0.66	1.71
1.55	-15.55	8.71	0.21	1.90
0.31	-10.79	8.39	0.82	1.89
-7.01	-8.58	8.05	0.33	1.80
-13.80	-11.02	7.97	-0.40	1.96
-14.00	-18.14	8.02	-0.66	1.89
-2.40	-18.52	9.25	-1.33	1.97
4.85	-10.15	10.31	-2.93	2.00
8.95	-7.60	10.39	-3.22	2.03
6.68	-7.16	10.72	-2.43	1.58
-1.67	-4.01	10.29	-1.30	2.01
-1.14	-5.18	10.02	-0.66	1.96
1.21	-5.82	9.87	-0.77	1.89
1.42	-3.16	10.32	-2.02	1.59
6.53	-3.20	10.59	-3.19	2.12
9.18	-0.93	10.15	-3.56	1.88
12.44	3.18	11.47	-3.11	1.95
9.41	4.48	11.15	-2.15	1.74
1.57	2.41	10.47	-2.05	2.08
2.48	0.67	10.82	-2.27	1.65
12.30	2.97	10.34	-2.23	2.18
14.15	4.59	10.66	-2.54	2.39
13.99	3.05	11.02	-3.48	2.23
11.77	5.37	11.93	-4.47	1.48
10.04	6.90	12.55	-4.77	2.76
10.89	14.03	14.76	-4.81	2.12
10.05	13.79	16.10	-2.20	1.77
8.53	14.39	15.67	-2.73	1.88
12.10	11.78	14.26	-2.83	1.86
12.36	10.66	13.04	-2.54	2.04
15.34	10.85	13.46	-1.71	2.13
10.00	8.80	17.08	-1.76	2.10
6.58	11.45	21.19	-2.03	1.89
14.11	17.62	21.61	-1.62	1.70
10.86	22.96	25.38	-2.08	1.33
12.63	21.12	27.54	-2.24	2.28
15.60	17.77	27.00	-2.63	1.62
11.47	16.71	23.95	-2.57	2.01
10.07	20.41	25.07	-2.61	1.16
7.43	22.82	26.38	-2.78	2.17
7.18	19.68	29.35	-2.87	1.97
12.86	15.20	32.56	-2.39	1.33
22.03	13.96	36.15	-2.92	1.29
18.40	20.93	34.42	-3.45	1.38
8.21	26.11	31.72	-3.15	1.73
8.64	26.19	34.18	-2.60	1.90
15.42	25.41	34.98	-3.02	1.81
13.65	21.39	36.74	-3.72	1.14
11.51	18.64	36.22	-3.74	1.61
12.46	20.85	36.53	-4.11	1.62
15.61	21.59	36.58	-4.78	1.83
18.62	21.40	36.46	-5.04	1.47
17.68	22.68	37.24	-4.76	2.01
17.53	24.78	37.20	-4.35	1.05
9.09	21.51	37.24	-4.70	0.49
9.77	19.72	37.81	-4.94	1.27
13.76	18.55	36.68	-5.27	1.28
15.74	21.46	34.89	-4.64	1.97
15.18	22.63	38.93	-4.09	1.66
16.04	20.02	41.24	-4.82	1.32
11.65	16.68	38.51	-5.37	1.33
11.87	17.08	35.47	-5.61	1.24
14.75	16.24	31.89	-5.81	1.15
22.16	19.01	29.64	-5.95	1.38
26.01	19.29	33.65	-5.76	0.71
22.89	18.65	35.73	-5.06	0.99
18.08	14.23	34.75	-5.39	0.81
14.47	10.25	31.51	-5.78	1.36
15.24	12.47	32.30	-6.32	1.45
19.83	10.25	28.95	-6.43	1.23
23.53	13.33	27.91	-6.62	1.25
26.80	16.05	32.62	-6.85	0.98
25.62	13.90	29.78	-6.47	0.75
20.39	10.20	27.58	-7.13	0.67
17.60	5.25	25.92	-7.66	1.60
13.38	4.55	27.16	-7.86	1.25
17.26	6.87	23.72	-7.70	0.75
25.83	9.41	24.91	-7.25	1.38
30.64	4.82	27.99	-7.00	1.16
27.24	2.38	25.92	-7.03	1.12
23.05	-2.54	23.72	-7.51	0.43
18.94	-2.29	17.29	-8.24	0.42
18.90	-1.23	15.48	-8.81	1.09
25.02	5.47	15.91	-10.20	1.18
26.29	4.29	12.65	-11.01	1.70
24.48	-3.13	15.83	-11.04	0.94
19.44	-7.32	14.94	-11.29	0.89
14.86	-9.27	15.27	-11.06	0.11
17.82	-7.05	15.55	-11.74	1.14
21.39	-10.77	18.21	-10.39	0.82
28.38	-9.32	12.01	-12.38	0.69
29.47	-9.54	16.21	-12.95	1.67
25.95	-10.41	11.83	-14.63	0.60
16.33	-9.98	8.02	-14.81	0.55
12.94	-8.16	7.69	-14.85	0.27
17.72	-9.62	11.07	-14.58	0.49
21.67	-16.31	16.65	-13.17	1.12
21.42	-18.99	14.22	-12.81	0.52
19.45	-17.76	13.63	-15.36	0.52
19.30	-15.96	9.49	-15.45	0.88
17.20	-18.29	10.94	-14.58	0.79
19.90	-16.10	15.71	-13.56	0.74
21.91	-14.10	14.07	-14.42	0.76
23.04	-16.36	12.98	-13.98	0.42
21.45	-18.65	11.09	-13.29	0.46
17.77	-19.75	11.24	-13.92	0.55
15.30	-21.07	12.50	-15.29	0.65
15.53	-22.20	15.29	-16.20	0.07
19.24	-16.58	17.42	-14.68	0.23
24.42	-14.79	14.09	-13.00	-0.21
26.56	-17.97	16.91	-11.52	0.33
23.36	-19.02	18.98	-11.72	0.60
20.05	-23.55	18.10	-11.20	-0.28
16.46	-21.88	21.63	-12.06	0.28
17.55	-18.37	15.96	-12.37	0.47
20.46	-16.27	3.82	-12.12	0.69
24.91	-16.96	0.98	-9.86	0.09
25.03	-18.65	-44.22	-7.91	-0.05
27.28	-19.93	-115.96	-7.81	0.65
25.26	-21.50	-179.68	-8.61	0.01
22.20	-17.02	-198.90	-10.08	0.07
20.51	-14.53	-180.39	-9.23	0.11
22.32	-13.42	-116.15	-8.84	0.27
26.86	-15.73	-68.46	-7.16	0.54
33.24	-20.75	-66.12	-5.40	0.19
33.41	-20.46	-105.95	-5.38	-0.08
31.17	-19.64	-158.32	-5.45	0.31
27.74	-15.03	-182.66	-4.86	-0.26
28.75	-12.23	-179.17	-4.40	0.69
32.34	-15.25	-145.00	-3.22	-0.43
33.18	-19.61	-125.62	-2.40	-0.06
34.67	-19.35	-134.90	-1.19	-0.05
38.26	-14.28	-148.08	-2.70	0.96
39.41	-9.95	-168.91	-3.61	0.60
42.76	-12.18	-172.74	-3.43	0.93
42.39	-16.34	-159.20	-4.07	-0.77
40.48	-22.54	-145.77	-4.63	1.63
35.63	-21.97	-139.20	-2.41	-0.73
33.75	-15.86	-142.47	0.50	0.08
38.66	-10.15	-154.58	0.54	3.08
46.86	-9.42	-155.33	0.31	3.83
56.05	-12.94	-153.90	1.38	1.40
52.54	-18.24	-146.98	2.24	1.87
46.86	-20.29	-139.55	1.74	2.23
46.80	-21.25	-130.48	1.00	1.95
